"dat[, 6]" "Temperature" "Humidity" "Wind.Speed" "general.diffuse.flows" "diffuse.flows"
"51759" 10326.05042 10.34 78 0.083 236.6 134.8
"6713" 17297.36683 14.39 72.4 0.081 590.8 577.6
"2657" 16134.93976 10.33 70.8 0.085 228.3 224.8
"51555" 11265.30612 10.07 85.5 0.081 0.048 0.13
"42667" 8251.914894 17.06 85 4.916 0.059 0.144
"30406" 22738.74477 22.12 67.8 4.906 0.066 0.137
"10367" 18516.77419 12.82 85.2 0.068 0.026 0.111
"12817" 17518.06452 17.62 78.5 0.079 0.022 0.189
"49125" 9594.237695 10.22 65.73 0.08 0.04 0.2
"42626" 12517.93313 19.88 81 4.916 0.029 0.189
"14209" 18577.45455 15.91 81.2 0.076 254.1 237.8
"4596" 24805.62814 9.98 58.26 4.921 0.051 0.089
"39632" 11595.86626 19 63.29 4.924 0.117 0.078
"6780" 14808.1206 13.02 57.04 0.081 0.081 0.096
"42512" 11339.08815 18.73 79.1 4.916 0.055 0.141
"50051" 11103.96158 13.16 76 0.082 192.8 130.3
"19695" 17670.60729 20.37 73.1 4.916 226.6 220.7
"40565" 12938.1155 22.64 68.4 0.067 129.6 114.6
"19610" 14825.58704 16.94 85.9 4.917 0.044 0.1
"2182" 14076.14458 17.09 50.23 0.081 0.055 0.096
"7699" 14958.63317 16.7 56.34 0.083 637.2 663.6
"34475" 17201.75549 24.54 93.3 4.921 97.4 73.2
"39630" 12191.12462 18.94 63.89 4.915 0.102 0.082
"16587" 15726.54545 16.43 69.74 0.083 0.051 0.1
"38404" 13543.9428 23.91 64.02 4.917 413.1 88.3
"33005" 19741.69279 21.02 75 0.074 0.077 0.093
"12962" 17192.72727 16.78 86.2 0.072 0.026 0.119
"25276" 20700.55385 24.14 67.11 4.919 900 58.88
"51221" 9536.614646 17.33 63.12 0.076 154.9 161.2
"6616" 22738.97487 14.46 65.32 0.087 0.048 0.108
"43768" 14980.66869 17.3 63.28 0.084 0.059 0.122
"19354" 14901.37652 19.67 69.96 4.919 362.7 309.8
"15807" 21201.45455 16.3 85.4 0.065 35.89 29.11
"14040" 19444.36364 14.09 90 0.068 116.4 105.2
"13739" 17000.72727 13.99 76.7 0.072 59.64 54.72
"4532" 15641.72864 11.29 60.33 4.919 543.1 572.6
"9104" 14394.19355 11.79 61.82 4.921 0.044 0.126
"40401" 13959.3921 22.26 59.23 4.925 703 69.08
"21076" 11123.56275 19.34 88.2 4.918 189.9 156.8
"13091" 26676.36364 15.77 83.7 0.066 0.029 0.119
"46526" 10288.19277 13.64 68.18 0.083 0.059 0.122
"15798" 19188.36364 16.38 84.9 0.073 43.28 36.3
"26315" 24714.97908 26.79 70.6 4.918 434.1 239
"15212" 18321.45455 20.42 59.45 0.075 721 307
"25702" 20877.78462 29.44 41.53 4.924 814 104.7
"25445" 20127.50769 25.39 66.48 4.919 624.7 52.02
"9174" 15480 15.65 50.47 4.917 400.4 446.2
"39675" 12908.93617 27.25 43.51 4.925 646.5 150.9
"10096" 15822.58065 12.28 82 0.089 0.059 0.126
"33633" 24785.45455 25.07 54.78 4.924 366.1 155.2
"26298" 25287.36402 27.4 64.88 4.922 790 142.4
"19145" 24340.08097 26.36 31.22 0.081 0.099 0.078
"48430" 6718.847539 12.97 71.5 0.087 0.062 0.167
"25452" 19885.29231 25.54 68.71 4.921 422.8 422.2
"39495" 9086.443769 19.12 62.19 4.917 0.099 0.082
"47360" 15805.3012 15.46 70.1 4.919 0.059 0.082
"6946" 14518.67337 11.71 85.3 0.07 0.062 0.145
"24908" 27831.13846 21.19 62.54 4.918 0.084 0.082
"49230" 16278.5114 11.78 70.7 0.081 0.081 0.141
"23614" 25355.81538 18.75 58.12 0.078 0.055 0.1
"47334" 11282.89157 19.58 49.17 0.08 139 165.3
"25026" 23483.07692 27.63 33.29 4.921 241.9 260.6
"40324" 14881.45897 16.26 63.59 4.918 0.084 0.056
"20546" 18154.49393 20.19 57.72 4.922 380.2 219.3
"47679" 9819.759036 12.41 87.5 0.073 0.059 0.141
"33919" 24009.02821 28.31 39.55 4.903 838 46.33
"35120" 21292.58427 22.18 60.85 4.92 0.106 0.107
"25308" 24469.66154 24.45 66.68 4.918 418.7 423.3
"19941" 17198.38057 23.07 56.76 0.073 673 332.7
"30778" 25814.67085 26.67 83.2 4.909 354.7 278
"41102" 11776.77812 23.47 47.89 0.087 369.3 123.5
"18599" 15023.80567 16.35 88.8 4.916 0.055 0.093
"39549" 12833.06991 27.76 44.78 4.919 456.8 133.8
"51292" 9340.696279 9.1 84.7 0.084 0.066 0.126
"2248" 16672.77108 13.11 48.93 0.082 405.7 430.3
"17402" 26094.89879 22.46 45.94 0.075 1.028 0.949
"1338" 14371.08434 14.47 78.6 0.076 0.081 0.1
"31881" 24015.04702 27.03 60.39 4.901 209.8 161
"25179" 31287.13846 22.31 79.6 4.919 11.93 9.92
"38940" 10043.22778 20.97 82.6 4.914 454.9 44.99
"44716" 11757.10843 20.77 71.7 0.073 400.4 334.3
"39586" 18575.56231 23.72 50.05 4.919 0.077 0.096
"279" 23190.36145 12.92 68.52 0.074 0.037 0.148
"1619" 14851.08434 10.57 68.23 0.076 0.051 0.145
"30238" 34349.12134 24.44 64.89 4.908 0.088 0.104
"50075" 15085.71429 13.9 68.28 0.084 11.87 11.95
"13692" 16546.90909 15.4 68.12 0.078 0.026 0.133
"35631" 14991.29724 24.48 55.35 0.286 464.9 125.3
"36733" 13932.25741 21.25 60.75 0.273 0.099 0.096
"17236" 17355.63636 25.78 37.44 4.918 570.3 466.1
"38718" 20457.11951 21.72 71.3 4.922 0.102 0.089
"24188" 26986.33846 20.65 85.4 0.066 0.048 0.141
"17136" 20869.81818 16.09 69.6 0.068 0.073 0.096
"32898" 25597.99373 27.34 49.58 0.07 699.7 43.05
"20778" 10680.48583 14.19 89.5 4.919 85.8 77.4
"51388" 16468.66747 12.38 85 0.068 0.029 0.156
"12013" 14179.35484 13.5 56.23 0.085 283.4 247.9
"19359" 17151.74089 20.57 67.76 4.923 655.7 616.3
"1531" 16522.40964 19.02 44.17 0.087 391.9 332
"37918" 9607.84474 19.49 66.72 4.915 46.72 38.4
"6606" 25378.73367 14.26 67.26 0.08 0.048 0.156
"37759" 12337.8141 21.2 92.8 4.916 0.033 0.156
"20921" 10692.14575 16.43 89.9 4.915 28.27 22.9
"45314" 11635.66265 20.85 61.11 0.07 373.3 401.2
"7565" 17198.95477 16.6 51.55 0.082 684.7 730
"16864" 14615.27273 14.94 75.9 0.079 0.026 0.171
"43733" 11654.22492 17.52 71.5 0.079 14.54 12.8
"36216" 16009.1522 25.45 69.19 0.277 734 69.26
"15774" 19653.81818 16.09 83.3 0.073 118.8 97.5
"38910" 13855.7712 20.68 76.1 4.916 0.073 0.115
"25337" 32935.38462 21.79 84.6 4.922 0.066 0.082
"21705" 18813.27935 24 61.07 4.92 480.2 85.5
"42012" 18102.85714 21.29 78.8 4.915 128.1 64.06
"38885" 14020.51073 20.52 79.4 4.918 0.058 0.119
"17883" 14703.15789 14.7 73.9 0.086 0.029 0.133
"18737" 14965.50607 18.63 84.6 4.913 0.029 0.104
"27337" 39464.43515 29.5 35.98 4.917 52.87 53.58
"12250" 14800.64516 12.81 85.4 0.084 0.037 0.141
"24475" 27405.78462 21.36 85.2 0.065 0.055 0.141
"32034" 25537.80564 32.94 17.41 4.905 676 117
"22497" 11821.29231 20.72 89.9 0.069 0.069 0.193
"9383" 13889.03226 8.57 86.9 0.074 0.029 0.122
"21566" 20212.46964 23.96 65.84 4.919 174.6 143.9
"12894" 16200 23.05 47.21 0.075 816 47.15
"36243" 15456.09806 26.68 57.79 0.257 501.3 45.2
"4244" 15845.78313 16.66 66.12 4.914 171.9 160.8
"7568" 17609.96985 16.99 52.42 0.082 689.1 735
"9385" 14010.96774 8.4 87.3 0.074 0.04 0.152
"5461" 23427.8593 8.7 87.9 0.086 0.073 0.156
"47223" 14712.28916 17.12 55.26 4.925 0.048 0.056
"47451" 10386.50602 19.28 44.01 4.916 491.1 39.53
"2304" 17927.71084 10.72 68.36 0.081 0.066 0.167
"42787" 10621.2766 18.06 88.1 4.913 0.059 0.133
"20949" 17000.16194 21.01 73 4.923 831 59.78
"36403" 18256.67007 24.37 77 0.26 17.11 13.62
"21451" 24211.82186 21.44 68.08 4.916 0.077 0.1
"3486" 14209.15663 3.939 79 0.087 0.062 0.126
"12302" 14249.03226 16.71 73.7 0.086 555.9 574.1
"13853" 16448 13.7 84.2 4.926 0.062 0.122
"32194" 27927.27273 31.46 23.67 4.906 831 122.4
"31514" 41355.23511 27.38 77.4 4.902 11.08 9.05
"45946" 11953.73494 14.08 81.9 0.08 0.055 0.148
"2137" 25561.44578 16.52 61.21 0.082 0.048 0.067
"34793" 17406.39498 28.5 70 4.922 690.4 278.5
"16655" 17600 21.34 41.04 0.083 709 92.9
"25421" 21249.96923 25.01 66.88 4.926 897 59.53
"31694" 23358.99687 25.72 89.5 4.909 0.095 0.137
"32735" 18050.40752 22.2 66.92 4.913 158.8 26.34
"10897" 16589.03226 13.62 75.9 0.073 206.4 190.4
"47870" 8680.481928 17.8 63.52 4.924 288.6 52.4
"35281" 20704.2288 19.93 60.19 4.919 0.073 0.082
"30301" 25401.841 26.83 58.73 4.905 426.3 156.3
"26605" 25407.86611 26.07 73.7 4.922 376.2 343.1
"14350" 17838.54545 15.7 86.3 0.071 498.6 470.1
"13657" 28881.45455 15.74 70.9 0.073 0.04 0.152
"2218" 13520.96386 12.57 71.8 0.081 67.26 68.22
"22975" 15797.16923 25.4 58.64 0.071 894 204.4
"16192" 17245.09091 19.66 65.64 0.09 599.8 122.4
"12682" 14487.09677 16.02 77.3 4.91 0.029 0.178
"24046" 26407.38462 20.68 79.9 0.065 0.051 0.145
"44700" 9866.024096 20.15 72.8 0.071 111 88.3
"5948" 10784.80402 10.89 80.9 4.915 0.073 0.115
"46998" 7755.180723 5.502 81.2 4.924 24.94 23.07
"21247" 17040.97166 23.29 61.09 0.069 428 240.1
"26923" 32258.41004 24.09 82.9 0.054 0.099 0.104
"11401" 13801.93548 11.48 85.5 0.069 0.077 0.13
"41636" 11222.37082 19.08 92.5 0.07 0.062 0.063
"34934" 16635.98746 31.16 38.91 4.934 782 42.83
"35453" 13626.31256 19.3 66.76 0.197 0.08 0.104
"29071" 42615.56485 33.26 22.51 4.912 0.095 0.141
"27325" 27878.159 29.97 53.09 4.912 371.3 279.4
"3276" 24740.24096 14.03 60.7 0.088 80.6 106.2
"49768" 9657.623049 21.07 29.64 0.086 445.5 183.7
"12857" 10678.06452 14.88 84.7 0.08 0.084 0.196
"30624" 27295.29781 28.71 70.1 4.907 671 206
"10201" 26001.29032 15.79 60.88 0.084 0.051 0.104
"22637" 15354.09231 19.65 89.5 0.074 0.048 0.233
"2109" 17089.15663 18.7 50.6 0.083 387.6 432.8
"51740" 8153.661465 6.668 86.3 0.082 0.066 0.119
"36924" 14408.82533 22.74 58.02 0.282 520.6 80.1
"49462" 9669.147659 10.94 82.3 0.086 345.9 113
"30512" 39856.06695 25.59 69.83 4.909 0.11 0.085
"5311" 24961.92965 8.61 57.6 0.088 0.051 0.07
"10625" 25612.25806 16.83 51.87 0.076 45.38 42.71
"5821" 13812.42211 11.7 85.9 4.917 38.15 37.64
"2886" 17251.08434 9.98 72.7 0.086 0.051 0.108
"38633" 9090.091931 17.95 90.1 4.914 0.095 0.152
"35331" 13755.75077 21.54 50.25 4.924 269.3 63.24
"51734" 9991.836735 7.18 84 0.083 0.07 0.108
"5055" 15201.76884 8.13 54.59 0.09 0.066 0.159
"29722" 27835.98326 28.61 42.22 4.905 539.8 58.1
"47508" 15429.39759 14.89 76.4 0.079 0.04 0.096
"4403" 17123.85542 15.48 81.1 4.924 97.7 97.6
"49086" 16255.46218 11.27 71.7 0.083 0.044 0.137
"30603" 27487.89969 28.7 64.93 4.907 801 161.5
"43026" 19684.3769 17.73 80.3 0.085 0.117 0.13
"49679" 11680.19208 17.44 55.41 0.082 0.044 0.13
"40722" 19258.35866 24.33 52.92 0.091 2.845 2.353
"16060" 20078.54545 17.43 76.2 0.069 276.4 231.3
"24010" 20192.49231 25.86 39.03 0.07 494.1 271
"5272" 16266.93467 13.02 43.41 0.081 702 227.6
"46863" 9056.385542 10.78 76.1 4.92 270.5 84.8
"40496" 12576.29179 15.49 81.8 0.09 0.055 0.133
"52176" 7012.72509 10.86 53.5 0.076 0.059 0.078
"49166" 9133.253301 11.85 57.53 0.082 289 33.53
"42222" 11076.47416 16.51 86.9 4.912 0.04 0.167
"26896" 25685.02092 29.23 60.73 4.92 276.9 279
"41560" 12681.33739 21.09 83.5 0.07 149.9 129.9
"22271" 18697.84615 22.11 74.9 0.071 186.3 149.1
"49193" 9767.106843 17.01 46.63 0.085 341.2 82.2
"44265" 9871.807229 14.78 82.4 0.079 243.2 241.7
"26422" 23473.80753 25.82 74.5 4.92 345.3 266.9
"42579" 12792.21884 21.51 68.8 4.921 139.1 119.1
"30851" 14758.11912 22.49 75.4 4.909 0.066 0.152
"16812" 17053.09091 21.47 42.44 0.074 223.4 205.2
"16693" 25978.18182 16.28 64.63 0.079 0.029 0.082
"24721" 20298.83077 27.88 52 0.078 711 62.47
"19541" 17046.80162 21.08 67.19 4.92 584.8 595.2
"7622" 26160.24121 13.03 65.19 0.086 0.044 0.111
"2777" 14284.33735 11.42 53.26 4.916 0.077 0.134
"29996" 20822.76151 25.49 58.05 4.906 80.8 67.84
"52403" 16485.95438 7.65 71.1 0.082 0.084 0.093
"33808" 27036.48903 26.65 49.68 4.903 187.7 207
"43876" 11664.57831 20.6 37.39 0.083 110.8 93.1
"6551" 17054.23116 16.76 65.02 0.08 640.5 265.4
"10512" 17965.16129 11.8 83 0.081 0.037 0.122
"33138" 21661.69279 23.61 72.2 0.063 0.077 0.104
"35356" 16120.93973 25.58 35.85 4.925 757 175.8
"21471" 22585.26316 18.42 82.7 4.924 0.062 0.111
"40599" 16818.96657 20.54 77.1 0.09 0.113 0.082
"51860" 9565.42617 14.76 59.95 0.081 0.088 0.089
"40752" 14297.87234 21.23 67.16 0.152 0.062 0.122
"48668" 12965.18607 10.45 84 0.082 0.044 0.115
"8095" 14096.0804 10.94 70.4 0.087 0.048 0.167
"9507" 17030.32258 10.99 85.1 0.075 0.037 0.111
"50704" 9306.122449 13.04 84.4 0.083 0.04 0.197
"50077" 15316.20648 13.68 69.14 0.117 5.929 6.086
"18924" 15117.08502 18.27 87.7 0.07 313.9 266.2
"17011" 14877.09091 14.39 64.06 0.082 0.04 0.145
"28405" 17075.14644 24.66 78.4 4.922 0.545 0.508
"31089" 37027.7116 25.71 82.2 4.906 0.062 0.119
"12155" 13720.64516 17.12 55.77 0.082 461.1 472.1
"4124" 16192.77108 17.32 51.87 4.919 539.6 174.9
"23122" 18231.13846 21.96 61.79 0.085 482 310.2
"9420" 14069.03226 12.07 87.5 0.087 401.7 374.9
"10919" 26779.35484 12.49 79.4 0.077 0.172 0.197
"3957" 16412.53012 15.15 53.96 4.919 443.4 35.83
"20739" 18580.08097 17.47 84.8 4.919 0.055 0.126
"52414" 13806.48259 6.9 72.8 0.086 0.084 0.074
"8545" 11078.70968 10.01 88.8 0.089 25.33 25.05
"41800" 9815.927052 19.64 75.3 0.104 0.084 0.085
"8456" 15630.15075 17.17 59.68 0.083 245.9 261.3
"48602" 9974.54982 16.27 62.78 0.09 600.9 189.4
"29079" 39452.38494 30.91 25.44 4.911 0.095 0.148
"22213" 11141.90769 20.07 84.8 0.069 1.134 0.964
"24889" 28941.78462 25.24 36.99 4.916 55.3 55.39
"1765" 14949.39759 13.37 85 0.071 0.055 0.171
"41246" 11613.37386 20.68 66.53 0.104 445.4 53.05
"25505" 20168.86154 20.25 89.5 4.919 0.066 0.152
"23216" 12122.58462 18.88 68.52 0.078 0.055 0.156
"39796" 9909.300912 24.92 52.65 4.921 145.1 95.6
"35178" 10272.68641 20.66 52.75 4.923 4.94 3.738
"32110" 31364.01254 27.35 35.41 4.91 0.084 0.111
"35012" 13973.44229 21.24 73.5 4.916 0.099 0.104
"50638" 9219.687875 18.29 63.79 0.086 322.8 45.3
"13024" 17355.63636 16.26 84.2 0.073 85.3 77.8
"4215" 14781.68675 16.15 66.46 4.917 0.048 0.137
"51337" 10193.51741 14.23 75.8 0.088 437.6 85.8
"25801" 19743.50769 21.75 82.1 4.916 0.069 0.119
"23936" 12618.83077 15.82 79.8 0.071 0.055 0.163
"3846" 16528.19277 18.01 44.07 0.085 253.4 284.7
"30480" 28793.9749 30.02 40.09 4.905 696.5 66.3
"16606" 12526.54545 16.55 65.17 0.08 166.7 146.3
"13233" 27409.45455 15.01 88.3 0.071 0.022 0.122
"52051" 9213.92557 13.9 70.7 0.1 365.9 46.83
"7163" 20255.51759 13.83 69.81 0.075 62.03 60.35
"10041" 17018.70968 19.05 61.48 4.92 273.2 284.2
"51664" 16336.13445 12.83 65.12 0.078 0.37 0.371
"25796" 21143.63077 22.33 83.4 4.918 0.084 0.085
"22698" 18556.06154 23.76 65.23 0.071 871 181.3
"21510" 13846.15385 20.16 89 4.92 421.7 379.2
"52145" 9507.803121 12.49 47.66 0.08 0.059 0.119
"29738" 32764.51883 36.1 31.85 4.907 847 58.56
"45353" 15192.28916 16.54 76.8 0.074 0.084 0.104
"43707" 10872.21884 20.3 69.61 0.074 91.9 72.8
"22894" 25084.06154 21.56 67.34 0.085 0.077 0.111
"51123" 11098.19928 15.97 71.7 0.074 0.051 0.126
"46266" 10201.44578 12.06 85.7 4.92 0.069 0.13
"16424" 16477.09091 16.24 76.8 0.082 0.022 0.163
"26512" 22353.13808 24.24 85.7 4.916 0.051 0.163
"49852" 9461.704682 13.14 56.81 0.077 0.055 0.111
"13521" 27630.54545 17.14 73.2 0.07 0.044 0.133
"24839" 17864.86154 27.29 33.62 4.923 869 47.99
"33928" 23491.41066 26.85 51.65 4.907 786 43.84
"17047" 14504.72727 16.69 67.87 0.081 497.9 488
"27547" 17701.75732 20.99 50.69 4.911 88.6 78.8
"28326" 29721.841 27.62 75 4.917 243.8 188.9
"58" 13121.92771 4.599 74 0.082 156.1 26.9
"6386" 11137.92965 11.94 68.75 0.083 15.2 14.94
"16582" 15458.90909 16.82 66.47 0.079 0.048 0.096
"9642" 21849.67742 11.21 85.7 0.073 0.033 0.122
"37388" 13961.67518 23.74 48.16 4.926 630 44.8
"31553" 22937.68025 25.81 88.7 4.909 0.088 0.093
"13170" 17658.18182 14.98 89.2 0.068 195.2 175.9
"30249" 28456.56904 23.57 66.92 4.906 0.077 0.133
"24573" 20198.4 25.38 61.84 0.069 752 91.5
"2745" 15672.28916 9.89 57.53 0.084 0.081 0.096
"26832" 16773.89121 24.37 80.4 4.918 168 141.1
"52325" 7427.611044 10.79 48.6 0.08 14.12 11.28
"24248" 13363.2 21.88 72.9 0.067 553.2 536.3
"20664" 17367.44939 17.94 78.4 4.921 139.8 114.7
"956" 17436.14458 14.89 67.61 0.074 175.2 116.6
"1630" 12497.3494 11.24 72.1 0.075 0.084 0.104
"29714" 23395.48117 23.38 55.43 4.907 287.6 264.9
"5758" 19850.29146 13.44 67.21 4.914 0.055 0.078
"1814" 16163.85542 16.49 73.6 0.072 244.8 245.1
"9621" 24903.87097 14.25 74.5 0.071 3.985 3.745
"24530" 12861.04615 21.33 78.1 0.065 169.4 134.4
"3938" 11028.43373 11.51 52.09 0.089 1.98 1.98
"41930" 11981.03343 17.54 93.4 0.082 0.077 0.152
"18970" 16248.09717 21.28 70.9 0.07 408.5 409.3
"16949" 17565.09091 22.39 47.91 0.085 443.7 378.4
"50671" 15610.08403 14.05 82.3 0.085 0.044 0.126
"33645" 24358.11912 26.19 42.95 4.924 728 47.58
"17534" 17046.80162 29.25 31.29 0.079 145.5 123.3
"5984" 17036.86432 15.13 62.8 0.077 349.1 344.3
"1260" 24936.86747 15.53 72.4 0.069 7.92 8.32
"32091" 37629.59248 31.01 19.21 4.908 0.523 0.411
"12178" 16438.06452 19.62 53.2 0.084 802 43.53
"15891" 13480.72727 15.98 92.9 0.076 58.68 50.55
"30764" 25399.37304 26.9 81.9 4.916 99.5 74.9
"37476" 10002.0429 21.65 78 4.913 0.062 0.122
"3344" 14446.26506 8.77 79.2 0.085 0.044 0.104
"15439" 15185.45455 11.6 76.5 0.081 0.007 0.148
"11078" 23945.80645 11.88 85.7 0.072 0.07 0.167
"32219" 28775.92476 30.53 16.27 4.903 299.5 252.5
"34733" 14535.4232 24.37 92.6 4.914 0.069 0.144
"47385" 10646.74699 13.24 72.9 4.919 0.044 0.074
"14925" 17361.45455 18.64 70.6 0.072 631.9 378
"4795" 12486.75377 12.61 74.6 4.921 0.055 0.059
"19673" 17822.18623 21.7 65.9 4.919 780 313.9
"13633" 18338.90909 16.36 71.6 0.073 256.5 238.3
"21434" 27062.67206 25.19 54.8 4.92 15.68 13.54
"52119" 14860.98439 13.46 58.38 0.077 0.062 0.115
"19261" 16906.88259 25.62 34.89 4.917 346.6 378.1
"23271" 18254.76923 24.23 47.04 0.081 428.1 277.4
"2551" 20605.3012 14.57 51.39 0.084 91.5 94.2
"12473" 17489.03226 25.57 43.19 0.084 769 782
"29448" 29113.30544 30.47 44.16 4.908 842 37.67
"40586" 20052.03647 20.11 69.73 0.101 0.077 0.119
"27469" 27884.1841 34.25 31.68 4.909 377.5 252
"29244" 28697.57322 24.65 38.45 4.912 0.099 0.115
"32230" 39555.61129 28.41 24.11 4.906 90.2 76.7
"10517" 15996.77419 11.53 84.6 0.088 0.026 0.163
"11650" 24218.70968 14.46 76.1 0.078 0.091 0.178
"503" 16366.26506 10.14 75.6 0.094 436.2 38.96
"29403" 25124.68619 24.62 51.19 4.908 0.08 0.148
"27967" 19750.29289 24.13 83.5 4.912 0.069 0.159
"13044" 19025.45455 16.42 79.2 0.073 144.2 130.6
"44732" 10906.98795 21.57 64.38 0.073 302.3 299.6
"38600" 13179.16241 19.07 87.4 4.915 0.069 0.122
"31936" 30551.47335 33.29 26.18 4.905 119.1 91.5
"17008" 14632.72727 14.72 63.66 0.081 0.073 0.13
"43436" 11881.82371 22.32 63.01 4.925 394.9 98.2
"41035" 15342.4924 20.48 62.65 0.092 0.073 0.119
"37217" 13849.88764 19.23 78 0.278 100.8 85
"21752" 22307.44615 19.44 85.9 0.074 0.059 0.163
"4804" 10865.84925 13.66 67.46 4.912 8.49 8.68
"19590" 16895.22267 17.99 86 4.917 0.044 0.122
"763" 14342.16867 9.21 85.5 0.089 0.04 0.152
"31163" 24520.62696 25.4 86.5 4.908 265.3 173.2
"17327" 11753.19838 15.82 75.9 0.081 201.2 193
"36101" 15679.67314 25.52 65.76 0.265 391.3 104
"26159" 24702.92887 30.29 44.2 4.923 724 88.6
"8661" 13883.22581 13.67 83.2 0.085 0.04 0.108
"3178" 15360 9.55 82.2 0.084 0.066 0.122
"16973" 26379.63636 18.46 44.04 0.085 0.077 0.1
"10102" 15346.45161 12.04 81.9 0.083 0.022 0.189
"29110" 24727.02929 27.53 27.54 4.906 0.113 0.104
"11624" 15514.83871 16.39 74.1 0.083 187.9 179.5
"37947" 14020.51073 32.44 25.81 4.928 732 73.9
"19337" 11479.19028 17.15 84 0.069 12.81 10.66
"21096" 16487.12551 21.39 73.9 4.925 897 297
"23397" 16057.10769 21.82 48.01 0.081 740 332.7
"2004" 24283.37349 13.13 77.7 0.087 0.033 0.126
"27780" 38391.96653 25.53 81 4.909 0.062 0.204
"20066" 13566.31579 19.38 82.6 0.069 216.8 183.6
"28547" 16870.29289 22.22 56.79 4.921 0.121 0.096
"48857" 8983.433373 6.523 81.3 0.084 0.07 0.108
"579" 17389.87952 9.04 80.1 0.087 0.07 0.141
"43129" 12167.78116 20.14 60.61 4.922 256.7 216.7
"6277" 17216.32161 17.19 55.96 0.083 630.6 88.6
"48555" 9236.97479 12.92 77.2 4.919 0.073 0.167
"8623" 24810.96774 15.98 74.8 0.08 0.026 0.119
"12413" 14225.80645 14.58 82.6 0.083 0.037 0.159
"30582" 21908.46395 26.25 73.7 4.912 349.8 128.8
"33440" 18086.52038 23.79 82.6 4.919 0.08 0.144
"47894" 10768.19277 18.72 61.38 4.923 296.3 158
"22145" 23128.61538 22.1 71.2 0.071 221.9 219
"46381" 11236.62651 11.95 86.6 4.916 0.037 0.137
"19328" 12143.80567 16.3 78.1 0.073 0.051 0.122
"1794" 13515.18072 15.35 82 0.069 123.1 125.1
"923" 14024.09639 8.7 82.1 0.091 159.3 47.6
"3045" 14550.36145 12.59 67.51 0.082 0.066 0.082
"11112" 14278.06452 10.36 89.7 0.089 0.088 0.163
"13571" 14603.63636 15.54 89.5 0.066 0.037 0.174
"17182" 11403.63636 12.89 83.9 4.916 181.4 167.9
"3546" 16800 17.61 28.28 0.086 498.2 568.3
"42870" 12873.92097 21.3 83.2 0.079 136 98.4
"26522" 20756.48536 24.2 83.4 4.918 0.04 0.145
"22984" 17167.75385 25.73 57.14 0.071 803 208.1
"41017" 19818.60182 20.82 80.7 0.08 0.066 0.13
"3742" 20645.78313 10.52 81.9 0.089 0.048 0.185
"21735" 25546.88259 19.74 84.9 0.074 0.062 0.082
"37683" 14091.11338 23.3 81.1 4.922 158.3 137.9
"32701" 22859.43574 22.3 67.46 4.912 0.095 0.089
"33721" 18501.81818 20.77 60.55 4.92 0.08 0.104
"10872" 16623.87097 13.74 73.2 0.074 331.1 300.7
"22977" 16098.46154 25.59 57.34 0.073 877 214.2
"1865" 22733.49398 13.15 86.4 0.085 0.051 0.159
"45846" 9981.686747 12.38 89 0.08 107.4 62.73
"37255" 14908.92748 23.06 50.29 4.922 136.5 99.2
"29357" 46158.32636 27.02 51.85 4.91 1.005 0.863
"14620" 19130.18182 16.83 82.5 0.079 306.9 278.4
"18269" 26094.89879 21.03 55.55 0.08 0.059 0.148
"49106" 11864.58583 11.16 69.1 0.083 0.059 0.13
"29710" 21690.37657 22.56 57.06 4.905 157.7 142.3
"15326" 16954.18182 17.4 73.6 0.085 642.1 98.8
"9194" 25292.90323 13.78 57.51 0.074 0.044 0.089
"4778" 14449.20603 13.52 62.08 4.921 0.055 0.096
"44243" 10762.40964 13.99 87.9 0.082 0.062 0.13
"9424" 15143.22581 13.5 83.2 0.096 511.6 157.5
"26921" 33138.07531 24.67 82.3 0.056 0.099 0.122
"15786" 19310.54545 16.27 86.3 0.071 69.3 58.42
"25076" 23406.27692 17.98 66.84 4.925 0.077 0.111
"29543" 27245.52301 21.4 62.32 4.908 0.091 0.159
"21915" 16033.47692 20.45 84.3 0.071 0.077 0.093
"13748" 18466.90909 14.39 75.9 0.074 86.1 77.1
"22640" 12264.36923 19.64 89.2 0.069 0.04 0.145
"37972" 13196.81307 32.05 27.38 4.923 416.2 83
"38874" 16397.4668 21.45 83.2 4.922 0.055 0.1
"29802" 39904.26778 28.83 44.41 4.912 0.102 0.074
"12271" 14231.6129 11.49 87.4 0.082 0.037 0.222
"6019" 25772.38191 13.33 75.5 0.073 1.995 2.095
"11341" 16925.80645 14.68 66.88 0.081 62.35 55.87
"8733" 15909.67742 21.79 57.21 0.08 577 126.5
"41254" 12728.02432 23.42 60.2 0.088 602.1 61.09
"19938" 16358.8664 22.9 52.55 0.081 755 265.1
"47394" 9970.120482 13.4 72.6 4.916 0.062 0.067
"46405" 11242.40964 10.34 87.7 4.929 0.026 0.126
"10584" 16705.16129 17.53 45.49 0.09 706 66.01
"10510" 18900 11.76 82.3 0.081 0.04 0.093
"5375" 10304.32161 6.359 66.58 0.088 0.055 0.174
"17076" 19211.63636 25.6 36.64 0.071 868 44.79
"41761" 13340.79027 22.06 58 0.094 0.066 0.074
"49843" 9795.918367 13.14 60.55 0.079 0.044 0.078
"36157" 15203.10521 20.41 88.3 0.358 0.073 0.137
